id,organizattionName,category,postedBy,createdTime,message,likesCount,commentsCount,shareCount
117817371573308_939553286066375,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T12:55:01+0000,"In order to facilitate the compounding of pending notice issued for traffic violations, Delhi Traffic Police has created a facility wherein a Traffic Police Challaning Officer with E-challan machine can receive the payment in cash for compounding the notice. The notices are issued u/s 133 MV Act for the various traffic violations committed by the road users. Presently, one is required to deposit the compounding amount at the seven Cash Collection Centres located in different parts of Delhi.  However, now instead of going to any such Centre, one can contact the nearest Traffic Police Challaning Officer having E-challan machine for compounding the notice. The officer will accept the compounding amount in cash and printed receipt of the payment containing all the details will be given to the person upon signing the receipt. Henceforth, the pending notices can be compounded with any Challaning Officer of Delhi Traffic Police at anytime and anywhere in Delhi on all seven days of the week. 

यातायात नियमों के उल्लंघन के सम्बन्ध में धारा- 133 M.V. Act. के अन्तर्गत जारी किए गए नोटिस का भुगतान दिल्ली यातायात पुलिस अधिकारी, जिसके पास e-challan Machine हो, के पास जाकर नकद राशि देकर कर सकते हैं | वर्तमान में इन नोटिस का भुगतान दिल्ली के विभिन्न भागों में स्थित सात नकद collection centres पर होता था | लेकिन, अब आप उपरोक्त नोटिस के भुगतान के लिए अपने नजदीकी यातायात पुलिस अधिकारी, जिसके पास e-challan Machine हो, से संपर्क करे वह आपसे नोटिस पर लिखी राशि हासिल करके आपको उसकी रसीद देगा |
अब से आप अपने नोटिस का भुगतान दिल्ली में कही भी, किसी भी समय सातों दिन, यातायात पुलिस अधिकारी के पास जाकर कर सकते हैं |

अतिरिक्त पुलिस आयुक्त,
ट्रैफिक (ऑपरेशंस) दिल्ली",2,0,
117817371573308_939543179400719,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T11:53:01+0000,"यातायात पुलिस लेगी छात्रों की 'क्लास' | अधिक जानकारी के लिए निचे दिए गए लिंक पर जाए :-
http://www.jagran.com/news/state-12314960.html",0,0,
117817371573308_939532672735103,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T11:29:00+0000,"जब्त गाडियों की जानकारी व्हाट्सएप पर | अधिक जानकारी के लिए कृप्या निचे दिए गए लिंक पर जाए :
 http://www.khaskhabar.com/picture-news/news-delhi-police-to-give-informations-on-siezed-vehicles-on-whatsapp-1-63302.html",2,0,2
117817371573308_939532182735152,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T11:10:01+0000,"TRAFFIC ADVISORY

Traffic is moving in single carriageway from Red Fort to Fateh Puri (Chandni Chowk). Inconvenience regretted.
 
चांदनी चौक रोड़ पर PWD (GNCT of Delhi) पुनः निर्माण कर कार्य कर रही है | अतः जब तक यहाँ पुनः निर्माण का कार्य पूरा नहीं हो जाता तब तक यहाँ पर यातायात सिर्फ एक मार्ग पर (लाल किला से फ़तेह पुरी की तरफ) ही चलने के लिए बाध्य है | असुविधा के लिए खेद है |",8,0,
117817371573308_939516269403410,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T10:30:00+0000,"TRAFFIC ADVISORY

In the peak hours, Traffic will remain heavy in the carriageway from Narayana towards Rajouri Garden because DMRC work is going on Ring Road before Mayapuri Flyover and the road has been narrowed through barricading. Inconvenience regretted. 

पीक घंटो (Peak hours) के दौरान , नारायणा से ,राजोरी गार्डन की तरफ यातायात ज्यादा रहेगा | मायापुरी फ्लाईओवर से पहले रिंग रोड पर DMRC का काम चल रहा हैं जिसके लिए barricading के माध्यम से सड़क को संकुचित कर दिया गया हैं| असुविधा के लिए खेद हैं|",1,0,
117817371573308_939516416070062,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T10:00:01+0000,"TRAFFIC ADVISORY

Traffic will remain heavy at Ashram Chowk (Mathura Road) from 06 PM to 10 PM because DMRC work is going on there and the road has been narrowed at Ashram Chowk. Inconvenience regretted. 

आश्रम चौक (मथुरा रोड ) पर 6PM से 10PM तक यातायात ज्यादा रहेगा| वहां पर DMRC का काम चल रहा है|जिसकी वजह से सड़क को संकुचित कर दिया गया हैं| असुविधा के लिए खेद हैं|",1,0,
117817371573308_939495799405457,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T09:46:00+0000,,10,0,
117817371573308_939495626072141,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T09:24:00+0000,"In order to facilitate the compounding of pending notice issued for traffic violations, Delhi Traffic Police has created a facility wherein a Traffic Police Challaning Officer with E-challan machine can receive the payment in cash for compounding the notice. The notices are issued u/s 133 MV Act for the various traffic violations committed by the road users. Presently, one is required to deposit the compounding amount at the seven Cash Collection Centres located in different parts of Delhi.  However, now instead of going to any such Centre, one can contact the nearest Traffic Police Challaning Officer having E-challan machine for compounding the notice. The officer will accept the compounding amount in cash and printed receipt of the payment containing all the details will be given to the person upon signing the receipt. Henceforth, the pending notices can be compounded with any Challaning Officer of Delhi Traffic Police at anytime and anywhere in Delhi on all seven days of the week. 

यातायात नियमों के उल्लंघन के सम्बन्ध में धारा- 133 M.V. Act. के अन्तर्गत जारी किए गए नोटिस का भुगतान दिल्ली यातायात पुलिस अधिकारी, जिसके पास e-challan Machine हो, के पास जाकर नकद राशि देकर कर सकते हैं | वर्तमान में इन नोटिस का भुगतान दिल्ली के विभिन्न भागों में स्थित सात नकद collection centres पर होता था | लेकिन, अब आप उपरोक्त नोटिस के भुगतान के लिए अपने नजदीकी यातायात पुलिस अधिकारी, जिसके पास e-challan Machine हो, से संपर्क करे वह आपसे नोटिस पर लिखी राशि हासिल करके आपको उसकी रसीद देगा |
अब से आप अपने नोटिस का भुगतान दिल्ली में कही भी, किसी भी समय सातों दिन, यातायात पुलिस अधिकारी के पास जाकर कर सकते हैं |

अतिरिक्त पुलिस आयुक्त,
ट्रैफिक (ऑपरेशंस) दिल्ली",2,0,1
117817371573308_939495716072132,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T09:20:00+0000,,8,0,
117817371573308_939495406072163,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T08:49:00+0000,"TRAFFIC ADVISORY

Do your bit to make the road safer. Start by not driving after drink. Call a driver instead. Driving motor vehicle under the influence of alcohol is an offence punishable with imprisonment (6 months to 2 year.)
                      
                       “Your life is most important and losses are irreparable.”

यातायात परामर्श

सड़क को सुरक्षित बनाने के लिए अपना योगदान दे | शराब पीने के बाद स्वयं गाड़ी ना चलाकर ड्राइवर को बुलाएं |क्योंकि शराब पीकर गाड़ी चलाना एक दंडनीय अपराध है |जिसमे छ: महीने से दो साल तक की सज़ा का प्रावधान है                             

                     ""आपका जीवन अमूल्य है जिसके नुकसान की भरपाई नही हो सकती """,3,0,
117817371573308_939501886071515,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T08:06:32+0000,"During Raahgiri At Connaught Place on 03-05-2015, action taken against riders found Without Helmet, Triple Riding & doing Stunts by Minor. Total 166 challan has been issued. 16 challan of minors, 104 challan of Without helmet & Triple riding, 27 challan of 184 M.V. Act. and 19 vehicles have been impound. General Public is advised for not to allow their minor children for riding two wheeler & obey traffic rules.",26,0,1
117817371573308_939495292738841,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T08:05:00+0000,"TRAFFIC ADVISORY

Guidelines for teachers for ensuring safety of school children

It is the responsibility of school authorities and the teachers to ensure the safety of school children and also to impart the necessary knowledge, skills and attitude to be a safe road user.
• Teachers should help develop a responsible attitude towards road use in school children.
• Teachers should impart essential knowledge about roads and traffic to school children, by:
• Making them familiar with the rules of road and their importance.
• By explaining them the causes of accidents involving pedestrians, cyclists and children.
• Telling them about the cause and extent of pollution due to traffic.
• Children come to school in various modes of transport. Teachers should ensure that:
• The children enter and leave the school safely.
• There is no conflict between pedestrians and vehicles.
• The vehicles including school buses are parked safely and properly.
• Children should be supervised and taken care of at the time of alighting and boarding the school bus.
• Every school bus must be accompanied by a teacher for controlling the children and the bus driver.
• The teacher should arrange for an alternate bus and keep the children together at one place if the school bus fails to arrive or if there is any problem.
• There should be regular checking of school buses to ensure compliance with mandatory safety requirements.
• If any school bus or any conveyance, by which children come to school, violates traffic rules, the teachers should inform about it to their principal or Delhi Traffic Police Facebook, Whatsapp, Helpline at Tel. Nos. 25844444, 1095.",3,1,
117817371573308_939488716072832,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T07:19:01+0000,"SC concerned over growing rash driving cases, urges stricter punishment - you may kindly see the details by clicking on the link given below :
http://indianexpress.com/article/cities/delhi/supreme-court-wants-stricter-punishment-for-rash-driving/",0,0,1
117817371573308_939488672739503,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T07:18:00+0000,"Drunken driver is like a suicide bomber set out to kill, says Delhi court - Kindly see the details by clicking on the link given below :
http://www.dnaindia.com/india/report-drunken-driver-is-like-a-suicide-bomber-set-out-to-kill-says-delhi-court-2073498",2,1,2
117817371573308_939487476072956,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T06:42:58+0000,"Traffic Alert 

जनकपुरी मेट्रो स्टेशन मेट्रो पिलर नंबर 615 के पास लोग धरना प्रदर्शन कर रहे है , जिसकी वजह से यातायात प्रभावित हैI असुविधा के लिए खेद है I",13,3,
117817371573308_939464842741886,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T06:29:00+0000,"TRAFFIC ADVISORY

The work on construction of 2nd Phase of elevated Barapullah flyover is under progress by Public Works Department. The Phase-II will see extension of the elevated road from Sewa Nagar crossing to INA, causing the carriageway from Sewa Nagar crossing to INA has been closed and traffic will remain heavy on Aurobindo Marg. Inconvenience regretted.",3,0,
117817371573308_939464772741893,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T06:00:00+0000,"Traffic Advisory

“Know your right of way.
At roundabouts:- 
Before entering the roundabout slow down and give proper indication. The Traffic on your right has the Right of way.

यातायात परामर्श

सड़क का प्रयोग करते समय आपके अधिकार
गोल चक्कर पर पहला अधिकार किसका ?
वाहन चालक गोल चक्कर पर पहुँचने से पहले अपने वाहन की गति धीमी कर दें तथा मुड़ने से पहले उचित संकेत दें |  आपके दाहिने तरफ से आने वाले वाहन चालको को पहले जाने का अधिकार है |",2,0,1
117817371573308_939476872740683,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T05:44:31+0000,"Traffic Alert 
A DTC bus No. DL 1PC 9616 has broken down near Round About Shankar Road, in the carriageway from Talkatora towards Round About Shankar Road, causing congestion, shall be removed soon. Inconvenience regretted.",1,1,
117817371573308_939464526075251,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T05:19:00+0000,"In order to facilitate the compounding of pending notice issued for traffic violations, Delhi Traffic Police has created a facility wherein a Traffic Police Challaning Officer with E-challan machine can receive the payment in cash for compounding the notice. The notices are issued u/s 133 MV Act for the various traffic violations committed by the road users. Presently, one is required to deposit the compounding amount at the seven Cash Collection Centres located in different parts of Delhi.  However, now instead of going to any such Centre, one can contact the nearest Traffic Police Challaning Officer having E-challan machine for compounding the notice. The officer will accept the compounding amount in cash and printed receipt of the payment containing all the details will be given to the person upon signing the receipt. Henceforth, the pending notices can be compounded with any Challaning Officer of Delhi Traffic Police at anytime and anywhere in Delhi on all seven days of the week. 

यातायात नियमों के उल्लंघन के सम्बन्ध में धारा- 133 M.V. Act. के अन्तर्गत जारी किए गए नोटिस का भुगतान दिल्ली यातायात पुलिस अधिकारी, जिसके पास e-challan Machine हो, के पास जाकर नकद राशि देकर कर सकते हैं | वर्तमान में इन नोटिस का भुगतान दिल्ली के विभिन्न भागों में स्थित सात नकद collection centres पर होता था | लेकिन, अब आप उपरोक्त नोटिस के भुगतान के लिए अपने नजदीकी यातायात पुलिस अधिकारी, जिसके पास e-challan Machine हो, से संपर्क करे वह आपसे नोटिस पर लिखी राशि हासिल करके आपको उसकी रसीद देगा |
अब से आप अपने नोटिस का भुगतान दिल्ली में कही भी, किसी भी समय सातों दिन, यातायात पुलिस अधिकारी के पास जाकर कर सकते हैं |

अतिरिक्त पुलिस आयुक्त,
ट्रैफिक (ऑपरेशंस) दिल्ली",1,0,
117817371573308_939465026075201,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T04:50:34+0000,"Traffic Advisory

Today (i.e. 03.05.2015) from 07:00 a.m. to 11:00 p.m., all the traffic coming from Tilak Marg, Mathura Road and Sikandara Road moving towards IP Marg will take compulsory left turn on DDU Marg and then will take right turn on Vishnu Digambar Marg and then take right turn on Kotla Marg. The vehicles who want to go Delhi Gate will take left turn on Bahadur Shah Zafar Marg (BSZ Marg) and the vehicles who want to go IP Marg will take right turn on Bahadur Shah Zafar Marg (BSZ Marg) and then will take left turn on IP Marg.",1,0,
117817371573308_939464266075277,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T04:47:06+0000,"जब्त गाडियों की जानकारी व्हाट्सएप पर | अधिक जानकारी के लिए कृप्या निचे दिए गए लिंक पर जाए :
 http://www.khaskhabar.com/picture-news/news-delhi-police-to-give-informations-on-siezed-vehicles-on-whatsapp-1-63302.html",8,0,
117817371573308_939460609408976,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T04:37:00+0000,,2,0,
117817371573308_939460426075661,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T04:26:06+0000,,9,0,
117817371573308_939432862745084,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T04:10:00+0000,"Traffic Advisory
Today (i.e. 03.05.2015) from 07:00 a.m. to 11:00 p.m., all the traffic coming from Tilak Marg, Mathura Road and Sikandara Road moving towards IP Marg will take compulsory left turn on DDU Marg and then will take right turn on Vishnu Digambar Marg and then take right turn on Kotla Marg. The vehicles who want to go Delhi Gate will take left turn on Bahadur Shah Zafar Marg (BSZ Marg) and the vehicles who want to go IP Marg will take right turn on Bahadur Shah Zafar Marg (BSZ Marg) and then will take left turn on IP Marg.",3,0,
117817371573308_939432812745089,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T03:40:00+0000,"Traffic Police catch illegal parking

It came to notice that some person is running  illegal car parking in Daryaganj area at Bahadur Shah Zafar Marg Service Road in front of National Herald Building. On receiving the information traffic police men in plain clothes from Darya Ganj circle were deputed to enquire. On 18.03.2015 at about 5.00 PM one plain clothe traffic staff acting as decoy parked his motor cycle in front of National Herald Building and in the meantime one person, whose name later on was known as Vipin S/o Sh. Ram Muarari R/o K-406, Gali No.6, Usman Pur, Delhi came and demanded Rs. 10/- from decoy for the motor cycle parking saying that the parking is a paid parking. Decoy handed over the money and Vipin gave receipt. It was confirmed that Vipin was not authorised to collect any parking fee as no such paid parking had been allocated by municipal authority. Vipin could not produce any documents to prove his authority to collect money for parking. Decoy with the help of local police of IP Estate police station apprehended the accused Vipin. He was found in possession of some cars keys which he had taken from the owner of cars after getting the cars parked in front of Herald House. Accused Vipin was taken to IP Estate police station for registering of case. A fake receipt book was also recovered from the possession of accused Vipin. A case FIR No. 139/15, U/s 420, IPC has been registered and the accused has been arrested.  Further investigation is in progress.  Public is once again requested not to pay parking fee to any unauthorised persons. Information about such persons may be passed on to traffic police help line No. 1095 Or on Whatsapp No. 8750871493 along with photo or short video clip.

Dr. Muktesh Chander
Special CP Traffic Delhi",0,4,
117817371573308_939432699411767,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T03:20:00+0000,"दिल्ली पुलिस के सुझाव पर पिछले दिनों में दिल्ली यातायात विभाग ने ऐसे 90 वाहन चालकों के ड्राइविंग लाइसेंस रद्द कर दिए हैं जो दो या उससे अधिक बार खतरनाक तरीके से वाहन चलाते पकडे गए थे। इन्हें आदेश दिया गया है कि वे अपना लाइसेंस यातायात विभाग में तुरंत जमा करा दें अन्यथा उनके खिलाफ IPC की धारा 406 के अंतर्गत अपराधिक मामला भी दर्ज किया जा सकता है।
सुरक्षित तरीके से गाड़ी चलाने से आप भी सुरक्षित रहेंगे तथा आपका लाइसेंस भी सुरक्षित रहेगा वरना ज़ब्त कर लिया जाएगा।

डॉ मुक्तेश चन्दर (भा.पु.से.)
विशेष आयुक्त यातायात
दिल्ली पुलिस",3,0,
117817371573308_939444592743911,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T03:11:44+0000,"Traffic Advisory
Today (i.e. 03.05.2015) from 07:00 a.m. to 11:00 p.m., all the traffic coming from Tilak Marg, Mathura Road and Sikandara Road moving towards IP Marg will take compulsory left turn on DDU Marg and then will take right turn on Vishnu Digambar Marg and then take right turn on Kotla Marg. The vehicles who want to go Delhi Gate will take left turn on Bahadur Shah Zafar Marg (BSZ Marg) and the vehicles who want to go IP Marg will take right turn on Bahadur Shah Zafar Marg (BSZ Marg) and then will take left turn on IP Marg.",1,0,
117817371573308_939432556078448,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T02:50:00+0000,"Traffic Alert

निहाल विहार के पास (नांगलोई एरिया) नजफगढ़ रोड़ पर खुले हुए नाले को ढकने का काम चल रहा है जिसके कारण यहाँ पर यातायात ज्यादा रहेगा | अतः वाहन चालको से अनुरोध है कि वो इस मार्ग से न जाए | असुविधा के लिए खेद है |",2,0,
117817371573308_939432472745123,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T02:20:00+0000,"Road Rage : How to deal with it ?

 The factors causing road rage vary from increasing number of vehicles jostling for the limited road space, rising stress levels and decreasing tolerance of drivers, inflated egos, influence of alcohol and the hot and unmerciful weather conditions which may aggravate the stress levels.  Road Rage engulfs a driver without warning, and tends to destabilize a person that it makes him/her irrationally impulsive, to do things they normally would not like to do chasing, abusing, running down, hurting, bashing, at times even killing.  

 Educating commuters through various means is an effective way to tackle the incidents of road rage. Similarly, the police officers/men who are , when a scuffle or argument starts, may also immediately intervene so that it may not lead to a big incident. The commuters/motorists may follow the following habits/practice to prevent road rage while commuting on Delhi roads:- 

i) Never indulge in scuffle/argument as it may it lead to a big incident. Be polite and kind. 
ii) Respect right of way of other road users.
iii) Keep yourself behind the wheel. Affixing photos of your loved ones on dashboards may also be helpful in preventing road rage.
iv) Adopt good driving practice such as do not drink & drive, do not honk, , do not use mobile phone while driving, follow discipline etc. etc.
v) Being late makes you anxious and impatient so allow yourself plenty of time to reach your destination in time. Allotting even 10 extra minutes for your trip will allow you to handle unexpected delays calmly.
vi) Find alternative route if your regular route is congested which makes you sometimes anxious.
vii) Listening to relaxing music while driving is also helpful to keep yourself calm from the traffic chaos.
viii) If you find yourself unable to control your rage/anger, consult a physician/ Psychiatrists
ix) Take assistance of nearby traffic police personnel or local police personnel, PCR staff etc., if needed.
x) In case of any police help please call on 100 or 1095. Complaints can also be sent on Whatsapp. 
xi) In addition, always keep a cool head, avoid eye contact, never make obscene gestures, do not use your vehicle to intimidate others, do not become frustrated or stressed out—if you do, remove yourself from the situation, never get behind the wheel if you are tired or irritable and avoid confrontation

Dr. Muktesh Chander 
Special Commissioner of Police Traffic",7,0,1
117817371573308_939430082745362,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T01:51:55+0000,"Delhi Traffic Police appeals to traffic violators to compound the amount of the fine on notices issued by Delhi Traffic Police U/S 133 MV Act 1988 in lieu of traffic offences committed by them while driving on Delhi roads which were noticed by cops, general public or any other source. Notices may have issued against your vehicle on the basis of complaints made against you by on Delhi Traffic Police Facebook Page, Whatsapp No., Helpline, Email etc; by cops, general public or any other source. You may check whether any notice is pending or not against your vehicle on the website of Delhi Traffic Police i.e https://delhitrafficpolice.nic.in or sending a message to mobile no. 9911452220 by typing N and then registration no. of the vehicle . For example: N DL6SK4560. 

You can contact the nearest Traffic Police Challaning Officer having E-Challan machine for compounding the notice. The officer will accept the compounding amount in cash and printed receipt of the payment containing 
all the details will be given to the person upon signing the receipt. 

Dr. Muktesh Chander IPS 
Special Commissioner of Police, Traffic
Delhi",0,0,
117817371573308_939403242748046,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T01:33:47+0000,"Delhi Traffic Police launched its Whatsapp No. 8750871493 on 16/10/2014. Since its inception it is running very successfully and a large number of members of general public have contacted us and sent 93,742 messages through Whatsapp. If you use Delhi Traffic police Whatsapp No. to complain about any traffic related issues like traffic violation, unauthorized parking, overcharging/refusal/ misbehavior by auto/taxi, faulty traffic signals or any other issue related to traffic problem, you may send photograph or short video clip showing the traffic violation and clear registration number of offending motor vehicle with details such as date, time and place of offence/incidence etc. on whatsapp mobile number 8750871493 for proper action by Delhi Traffic Police. We assure you of prompt action on your complaint and feedback subsequently.

Help us in our endeavour of 'Mobility with Safety'.

Dr. Muktesh Chander IPS
Special Commissioner of Police, Traffic
Delhi",4,1,
117817371573308_939399752748395,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T01:30:09+0000,"PRESS RELEASE

Driving in a lane is sane driving. Driving in proper lane facilitate traffic to move smoothly. When traffic flows smoothly, there is less tailgating, less weaving in-and-out of traffic, and therefore fewer road accidents. Unwarranted changing of lane disturbs the traffic and rhythm of a driver and the tendency to lose control increases, which some time can be fatal. Lane courtesy promotes the smooth flow of traffic and helps drivers maintain an even pace. When traffic is flowing smoothly, road capacity is utilized to the fullest extent thereby ensuring uninterrupted flow of traffic.

Traffic lane lines are broken lines which permit lane changing with caution. Similarly, bus lane is a continuous white line painted on the road on extreme left lane which is to be only used by buses, heavy goods vehicles, medium goods vehicles and four wheeled light goods vehicles. Hon’ble Supreme Court of India in CWP No. 13029/85 – M.C. Mehta Vs. UOI & Ors. has directed that these vehicles shall be confined to the bus lane and equally no other motorized vehicle is permitted to enter upon the bus lane. As a part of lane driving on Delhi roads by other transport vehicles, the Delhi Traffic Police under the provisions of Rule 22 of Rules of Road Regulation, 1989 read with Rule 111 of Delhi Motor Vehicles Rules, 1993 vide Notification No. 7500-7650/TE(D-II)/Traffic dated 18.6.2010 has further designated the following pattern of lanes for plying of light four wheeled and three wheeled light goods vehicles: -

1. Extreme left lane i.e. Bus Lane for the plying of light four wheeled transport vehicles such as Omni Cargo, Mahindra Pick-up, Taxi, Tourist Taxi, Motor Cabs, RTV etc. on all roads having six lanes with or without a provision of central median.
2. Middle lane or 2nd lane i.e. along the Bus Lane for plying of three wheeled light goods vehicles and TSRs on all six lane roads with or without a provision of central median.
3. Extreme left lane for the plying of light four wheeled transport vehicles such as Omni Cargo, Mahindra Pick Up, Taxi, Tourist Taxi, Motor Cab, RTVs etc. and three wheeled light goods vehicles and TSRs on all four lane roads with or without a provision of central median and where the bus lane has not been segregated/marked.
4. For ensuring regulated movement of light four wheeled and three wheeled transport vehicles and better road discipline on the roads of NCT of Delhi in the interest of safety of all road users, these motor vehicles can change their respective lanes 50 mtrs. before an intersection for purpose of turning.

For motorized traffic other than the transport vehicles both goods and passengers, the extreme right lane on all roads having six or more lanes with provision of central median is generally for fast moving traffic. Wherever permitted, the lane changing from one lane to the other should be undertaken with caution and giving proper signal/indication. However, unwarranted changing of lane should be avoided in the general interest of safety of all road users.

White colour is generally used for carriageway (road) markings. For indicating restrictions yellow markings are also used. On a two way road which is not divided by any central verge/railings/any other means, the centre line separates the streams of traffic coming from opposite directions and facilitate their movement. This line can be crossed if overtaking is essential provided the oncoming carriageway is clear.

The central lines can be: -
i) Single broken line
ii) Single continuous solid line
iii) A double solid line or a combination of solid line and broken line.

Single solid line generally white should not be crossed, however, lane changing is discouraged. Whereas, single solid yellow line which is basically an imaginary central verge, should never be crossed and overtaking is strictly prohibited. 
On a road with two centre solid lines of yellow/white colour, where visibility is restricted in both directions, neither stream of traffic is allowed is to cross the lines. Overtaking is also prohibited in both the directions. Similarly, right turn maneuvers are strictly prohibited.

If the line on the driver’s side is broken, he may cross or straddle it. Overtaking is allowed but only if it is safe to do so. If the line of driver’s side is continuous, he must not cross/overlap it. For Single yellow, driver cannot cross the line except while turning right or taking U turn.

In addition, a stop line is a single solid white line painted across the road before the zebra crossings and intersection. This line indicates that all vehicles must stop before it when signal is red or as directed by traffic police man on duty. In addition, border or edge lines are continuous line at the edge of the road and mark the limits of the main carriageway upto which a driver can safely move.

While changing lanes adequate precautions should be taken. Use of mirrors should be undertaken in right perspective. Traffic moving on the right should be given precedence as it has the right of way.

In order to bring about a visible impact on driver behaviour in the city and ensure lane discipline amongst motorists, the Delhi Traffic Police are laying more emphasis on prosecuting motorists found indulging in improper lane changing, road hogging between the stream of traffic, not driving in the designated lane. 69,544  were prosecuted so far. 

Thus all the motorists are once again requested to adhere to the traffic rules and regulations in their own interest and in the interest of the safety of other road users to make Delhi roads safer for all concerned.

(DR. MUKTESH CHANDER)
Special Commissioner of Police
Traffic, Delhi",3,0,
117817371573308_939399232748447,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T01:29:40+0000,"अब तक 10,73,173 गुमशुदगी रिपोर्ट ऑनलाइन पंजीकृत की गयी है जिसमे से 10,25,287 गुमशुदगी रिपोर्ट वेबसाइट के माध्यम से, और मोबाइल अप्लिकेशन के माध्यम से 47,886 गुमशुदगी रिपोर्ट पंजीकृत की गयी हैI
Till now 10,73,173 Lost Reports have been registered on line. Out of which 10,25,287Lost Reports registered through Website and 47,886 through mobile app.",0,0,
117817371573308_939396016082102,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T01:25:47+0000,"To ensure lane discipline on Delhi roads 69,544 motorists were prosecuted from 23-02-2015 till 02-05-2015 for not adhering to Lane Discipline. We will continue this drive further.

Dr. Muktesh Chander 
Special CP Traffic Delhi",7,4,
117817371573308_939314642756906,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T01:05:00+0000,"Traffic Advisory
Today (i.e. 03.05.2015) from 07:00 a.m. to 11:00 p.m., all the traffic coming from Tilak Marg, Mathura Road and Sikandara Road moving towards IP Marg will take compulsory left turn on DDU Marg and then will take right turn on Vishnu Digambar Marg and then take right turn on Kotla Marg. The vehicles who want to go Delhi Gate will take left turn on Bahadur Shah Zafar Marg (BSZ Marg) and the vehicles who want to go IP Marg will take right turn on Bahadur Shah Zafar Marg (BSZ Marg) and then will take left turn on IP Marg.",0,0,
117817371573308_939387369416300,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T00:59:34+0000,"ITO one-way loop starts today
http://timesofindia.indiatimes.com/city/delhi/ITO-one-way-loop-starts-today/articleshow/47135400.cms",20,0,2
117817371573308_939314472756923,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T00:49:00+0000,"दिल्ली पुलिस के सुझाव पर पिछले दिनों में दिल्ली यातायात विभाग ने ऐसे 90 वाहन चालकों के ड्राइविंग लाइसेंस रद्द कर दिए हैं जो दो या उससे अधिक बार खतरनाक तरीके से वाहन चलाते पकडे गए थे। इन्हें आदेश दिया गया है कि वे अपना लाइसेंस यातायात विभाग में तुरंत जमा करा दें अन्यथा उनके खिलाफ IPC की धारा 406 के अंतर्गत अपराधिक मामला भी दर्ज किया जा सकता है।
सुरक्षित तरीके से गाड़ी चलाने से आप भी सुरक्षित रहेंगे तथा आपका लाइसेंस भी सुरक्षित रहेगा वरना ज़ब्त कर लिया जाएगा।

डॉ मुक्तेश चन्दर (भा.पु.से.)
विशेष आयुक्त यातायात
दिल्ली पुलिस",0,0,
117817371573308_939381499416887,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T00:34:08+0000,"Traffic Alert

Today (i.e. 03.05.2015) from 07:00 a.m. to 11:00 p.m., all the traffic coming from Tilak Marg, Mathura Road and Sikandara Road moving towards IP Marg will take compulsory left turn on DDU Marg and then will take right turn on Vishnu Digambar Marg and then take right turn on Kotla Marg. The vehicles who want to go Delhi Gate will take left turn on Bahadur Shah Zafar Marg (BSZ Marg) and the vehicles who want to go IP Marg will take right turn on Bahadur Shah Zafar Marg (BSZ Marg) and then will take left turn on IP Marg.",4,0,
